num__Administrative,num__Administrative_Duration,num__Informational,num__Informational_Duration,num__ProductRelated,num__ProductRelated_Duration,num__BounceRates,num__ExitRates,num__PageValues,num__SpecialDay,num__OperatingSystems,num__Browser,num__Region,num__TrafficType,cat__Month_Aug,cat__Month_Dec,cat__Month_Feb,cat__Month_Jul,cat__Month_June,cat__Month_Mar,cat__Month_May,cat__Month_Nov,cat__Month_Oct,cat__Month_Sep,cat__VisitorType_New_Visitor,cat__VisitorType_Other,cat__VisitorType_Returning_Visitor,bool__Weekend,Revenue
1.7120883982620614,3.6247448247809912,-0.39578211082483555,-0.2445892424564563,0.05840527187015363,0.0833928621497598,-0.35379250136921736,-0.6129234518956109,0.3410137019933776,3.663439847969623,0.9503449021609227,0.3654431906042677,-0.06376854806914672,-0.5158540327058004,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
-0.6982935696538687,-0.45234111404466903,-0.39578211082483555,-0.2445892424564563,-0.6294594121947931,-0.5391629988750325,0.36069829028190636,1.1592620433181273,-0.3202676987418157,-0.31149917528110427,-1.228182198679268,3.2510753008512228,-0.06376854806914672,-0.7649183586289534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0
-0.6982935696538687,-0.45234111404466903,-0.39578211082483555,-0.2445892424564563,-0.6294594121947931,-0.5995038141890903,-0.4588646735989306,0.13674564921833277,-0.3202676987418157,-0.31149917528110427,-0.13891864825917263,4.405328144950005,-0.8985568137016136,-0.5158540327058004,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
-0.0956980776748861,1.429605007256899,-0.39578211082483555,-0.2445892424564563,-0.3313847157666495,0.00996286427480493,-0.202751247386169,-0.11888344930661593,0.7160996132994311,3.663439847969623,0.9503449021609227,-0.21168323144512324,-0.4811626808853801,-0.5158540327058004,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
-0.6982935696538687,-0.45234111404466903,-0.39578211082483555,-0.2445892424564563,0.01254762626582385,-0.18798877090336863,-0.4588646735989306,-0.8737764230753923,2.6254613422611564,-0.31149917528110427,-0.13891864825917263,-0.21168323144512324,1.6058079831957868,-0.5158540327058004,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
0.8081951602935877,0.33161750689988956,2.741216475897686,1.5567595919557233,0.6774834875286057,0.28992230621733933,-0.3117636324773321,-0.3991305707345996,0.46761855628435867,-0.31149917528110427,-0.13891864825917263,-0.21168323144512324,-0.4811626808853801,-0.5158540327058004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0
1.7120883982620614,0.12115134303835319,-0.39578211082483555,-0.2445892424564563,-0.2855270701623197,0.4687695610975483,-0.4588646735989306,-0.6812674660615028,1.0022236214667726,-0.31149917528110427,-0.13891864825917263,-0.21168323144512324,-0.06376854806914672,-0.5158540327058004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1
-0.6982935696538687,-0.45234111404466903,-0.39578211082483555,-0.2445892424564563,-0.5148152981839687,-0.4036929797889697,-0.4588646735989306,-0.630141646356513,-0.3202676987418157,-0.31149917528110427,0.9503449021609227,-0.21168323144512324,2.4405962488282538,-0.5158540327058004,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
-0.6982935696538687,-0.45234111404466903,-0.39578211082483555,-0.2445892424564563,-0.5836017665904633,-0.4551991733989609,-0.4588646735989306,-0.06775762960162617,-0.3202676987418157,-0.31149917528110427,-1.228182198679268,-0.7888096534945143,-0.06376854806914672,-0.017725380859494475,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0
-0.6982935696538687,-0.45234111404466903,-0.39578211082483555,-0.2445892424564563,0.7233411331329355,2.1127337732879368,-0.4588646735989306,-0.8176739138286795,2.4523565802766543,-0.31149917528110427,-0.13891864825917263,1.5196960347030497,-0.06376854806914672,-0.7649183586289534,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1
-0.6982935696538687,-0.45234111404466903,-0.39578211082483555,-0.2445892424564563,-0.6982458806012878,-0.6215030697723405,3.6389501458052544,3.204294831517716,-0.3202676987418157,-0.31149917528110427,-1.228182198679268,-0.7888096534945143,1.1884138503795534,-0.7649183586289534,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
-0.6982935696538687,-0.45234111404466903,0.3884675358557948,-0.15973669677266375,-0.21674060175582505,0.25267925417207504,-0.4588646735989306,-0.6910057076956304,0.3364059890840247,-0.31149917528110427,-0.13891864825917263,-0.21168323144512324,-0.8985568137016136,-0.5158540327058004,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1
-0.6982935696538687,-0.45234111404466903,-0.39578211082483555,-0.2445892424564563,-0.6065305893926282,-0.5284427266924017,-0.4588646735989306,-0.06775762960162617,-0.3202676987418157,-0.31149917528110427,-1.228182198679268,-0.7888096534945143,-0.8985568137016136,-0.017725380859494475,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
1.7120883982620614,1.2658309561673335,-0.39578211082483555,-0.2445892424564563,0.815056424341595,0.31333707823529555,-0.45165020425140623,-0.846331858104147,-0.2995406064712557,-0.31149917528110427,0.9503449021609227,-0.21168323144512324,-0.8985568137016136,-0.5158540327058004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0
0.2055996683146052,-0.32427969158923686,-0.39578211082483555,-0.2445892424564563,-0.2855270701623197,-0.24254843264166182,-0.38697318410137826,-0.41935974877087967,0.6327218697778135,-0.31149917528110427,-0.13891864825917263,-0.21168323144512324,-0.4811626808853801,-0.5158540327058004,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
1.7120883982620614,0.4800017203102054,0.3884675358557948,0.9447606062113694,0.03547644906798874,-0.22558090399347713,0.08032147714363755,-0.04084931312810272,-0.3202676987418157,-0.31149917528110427,-0.13891864825917263,-0.21168323144512324,-0.06376854806914672,-0.26678970678264746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
-0.0956980776748861,-0.38831040281695295,-0.39578211082483555,-0.2445892424564563,-0.446028829777474,0.19665972120472713,0.012384030632550655,-0.007609616042969095,1.463709091441271,3.663439847969623,-0.13891864825917263,-0.21168323144512324,-0.8985568137016136,-0.7649183586289534,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
-0.6982935696538687,-0.45234111404466903,-0.39578211082483555,-0.2445892424564563,-0.5377441209861336,-0.5767188709064383,1.0778158836776386,1.1592620433181273,-0.3202676987418157,-0.31149917528110427,-0.13891864825917263,-0.21168323144512324,-0.8985568137016136,-0.7649183586289534,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
-0.6982935696538687,-0.45234111404466903,-0.39578211082483555,-0.2445892424564563,-0.6753170577991229,-0.6057893157843046,-0.4588646735989306,1.1592620433181273,-0.3202676987418157,-0.31149917528110427,0.9503449021609227,-0.21168323144512324,0.35362558474708666,-0.7649183586289534,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
1.7120883982620614,0.6841045839156857,-0.39578211082483555,-0.2445892424564563,-0.3772423613709793,-0.43936382486356934,-0.4588646735989306,-0.6346263623603791,0.6538442723149553,-0.31149917528110427,-1.228182198679268,-0.7888096534945143,-0.8985568137016136,-0.5158540327058004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
-0.6982935696538687,-0.45234111404466903,-0.39578211082483555,-0.2445892424564563,-0.6982458806012878,-0.6215030697723405,3.6389501458052544,3.204294831517716,-0.3202676987418157,-0.31149917528110427,-1.228182198679268,-0.7888096534945143,0.35362558474708666,-0.7649183586289534,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
-0.0956980776748861,-0.4133658985147549,-0.39578211082483555,-0.2445892424564563,-0.3772423613709793,-0.3422644234869471,-0.23120829701970633,0.13674564921833277,-0.088191068876378,-0.31149917528110427,-0.13891864825917263,-0.21168323144512324,-0.8985568137016136,-0.26678970678264746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
2.314683890241044,0.6514540030008668,1.9569668292170557,1.708787069639185,2.741077539723446,1.6543303888178011,-0.40699359111750394,-0.6410643709815659,-0.3202676987418157,-0.31149917528110427,2.0396084525810183,-0.21168323144512324,0.35362558474708666,-0.5158540327058004,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
2.0133861442515526,2.7582190655133574,-0.39578211082483555,-0.2445892424564563,0.5857681963199461,0.36228050559819625,-0.38772205975962437,-0.6721378466354713,-0.05074513432206268,-0.31149917528110427,-0.13891864825917263,-0.21168323144512324,0.35362558474708666,0.9785319228331174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1
